Hospital,Billing Amount
Reynolds-Ballard,29065.9321837786
"Ayala Rose and Castillo,",29063.750140686825
Murphy PLC,29063.26618903913
Reilly-Pierce,29060.06435313289
and Sharp Sons,29059.588704897265
"Bond Perez, Johnson and",29059.1329982216
Wilkerson LLC,29056.85471309431
Cherry LLC,29056.48997049388
"and Espinoza Cook, Hawkins",29052.515734910343
"and Roberson Lewis, Brown",29051.41674587666
"and Lee, Ramirez Taylor",29049.722373622106
Snyder-Rodriguez,29048.711562248915
"and Butler Cordova, Rodriguez",29048.61132724928
PLC Montoya,29047.896630301817
Dunn-Miller,29047.51724119791
"Cervantes, and Mckenzie Byrd",29047.2768814241
and Sons Craig,29044.02776504421
Schultz-Fields,29042.505219732127
"Morgan Walker and Mcneil,",29042.46233897863
Hughes-Sanchez,29040.331771914432
"Mccarthy Coleman, Todd and",29036.710444863977
"Madden and Jones Gross,",29036.655587315407
"Collins and Walker Bailey,",29035.601852611355
Inc Lester,29035.56147924101
"Fernandez Christensen, and Rivera",29033.61425214664
Ballard-Glenn,29032.693305392328
"and White Smith, Walls",29032.24481130966
Moore-Torres,29032.14124588613
"Hernandez Robinson and Washington,",29031.59565101709
"Miller, and Huber Archer",29027.5023660726
Atkins-Villegas,29026.85877483744
Holloway-Hamilton,29023.91385238543
Esparza-Ruiz,29021.195663100178
Greene-Barnett,29015.933070376544
Sons and Robles,29015.708067913616
"Carlson Ramos, Newman and",29015.606349722264
"Fields and Potter Porter,",29015.489189788168
Heath PLC,29007.72974410664
Patel-Brown,29005.974648726395
"Evans, Kelly and Davis",29001.943481013383
"Whitaker and Davis, James",28999.81736377351
"Perez Rivera Howard, and",28998.12457127579
Calhoun-Miller,28997.97947930875
"Green and Baldwin, Norton",28996.901217740447
"Harrison, Rhodes and Wade",28995.70166581691
Macias-Murray,28994.27111152306
"Lopez Parks, and Barrett",28991.831600895886
Hardin-Bennett,28989.9014075151
Thompson-Knight,28989.642828664342
"and Romero Wade Stafford,",28988.56964437121
Lewis-Powell,28983.379246421136
"and Vasquez Cox, Miller",28980.87931483913
Chambers-Bradley,28980.42484570212
King-Armstrong,28980.140985609803
"Fuentes, and Morales Ramsey",28977.52214495829
"Riley, and Ramirez Anderson",28976.363835108663
"Johnson and West Peterson,",28973.629608499057
Wu Ltd,28973.11092876544
Potter-Cruz,28972.57221319061
"Jones Ward Lawrence, and",28972.52157148181
Reid LLC,28972.141114143706
"Ross Gibson and Rios,",28971.65475333518
Tucker-Nguyen,28971.28446920442
"Lamb and Ellis Harrington,",28969.20461423256
"and Davis Powell, Rodriguez",28966.54125687829
Sons and Shepherd,28966.4291732731
"Riley Erickson and Cunningham,",28958.312660753887
"Mccann Lewis, Morris and",28958.10072276381
"Wyatt, and Phillips Weaver",28955.65502423006
"Atkins and Morris, Harrell",28954.44758048977
Moore-Sanders,28954.26139161208
Trujillo Group,28951.87672553351
"Stephens Holt and Thompson,",28950.05250901466
Sims-Brown,28949.41340222549
"Coleman, and Berry Davis",28949.173855966907
Bradley-Guzman,28948.3876401769
"Ramos Shah and Thompson,",28946.87140928531
Mason-Collins,28946.803858753243
"Chapman Bryan, Williams and",28945.8159172814
Evans LLC,28945.73273707325
Huffman Inc,28944.59696722296
Solomon Group,28943.15154944005
"and Strong Cline Roberts,",28941.184597279072
"Maddox Flores, Wallace and",28940.2634194252
"Becker, Anderson and Holmes",28940.01306222719
Swanson-Miles,28939.18130325264
"Mckinney Brown, Dixon and",28937.100039218705
Cowan LLC,28935.13190850214
"Cox Garcia Ross, and",28934.494926951887
LLC Mendez,28934.41777000202
Estes-Morgan,28933.5871382779
"Miller Hartman, Flores and",28930.86977936551
"Lucas, Dixon and Lopez",28928.19793773597
Howard-Butler,28928.05718277144
Hester and Sons,28927.74590809205
"Fields and West Brown,",28927.27166672303
Davis-Mann,28927.195286810307
"Klein Kerr, and Herrera",28927.141361036032
"Rubio Gregory and Barrett,",28927.12181227644
"and James Smith George,",28926.56764143768
"Watson, Rose Smith and",28926.190460873728
"Salazar, Weaver Rodriguez and",28924.811383443157
Krause-Barr,28924.48164838272
Baldwin-Allen,28922.54971814104
"Diaz Molina and Patel,",28921.770922891857
"Torres Ramirez Gomez, and",28921.18798570923
"Baker and White, Smith",28920.8844386015
"and Powell, Fields Evans",28914.58774356965
"Padilla Fuller, and Andrade",28911.771667322875
Martinez-Bridges,28910.67294689981
"White, Hayes and Perez",28910.501468193903
Mack-Carroll,28908.104608897767
Holmes-Griffin,28907.66553097853
"and Hines Gibson, Fritz",28906.811706769724
"Smith, Hanna Wilcox and",28906.54613789296
Smith-Mack,28906.05068260603
"Poole and Hansen, Moran",28905.766393806305
"Perkins, Holloway and Neal",28905.467480549843
"Walker Cruz and Roberts,",28904.05659945596
"Thomas, Stewart and Reyes",28904.04897329424
Ali PLC,28903.439585419364
LLC Rowe,28903.40876996903
Group Love,28901.00851811493
Aguilar-Waller,28899.31330932221
West-Young,28899.18575874838
Wade-Hardy,28896.74849044532
"Jackson, Carr and Andrews",28895.74477948477
"and Boyd Reed Chavez,",28895.29650752016
"Tran, Sullivan and Johnson",28894.4650534796
"and Young, White Adams",28893.37098679141
"Higgins and Baker, Dalton",28892.638534374502
Klein LLC,28892.4206625565
"Bell, Hill and Cobb",28890.617242857435
"Cook, and Rodgers Reyes",28889.604906680703
Williams-Hunter,28889.54136810801
Avila-Reeves,28888.99189874772
Inc Shelton,28885.793261218307
Ortega-Stevens,28885.466778398164
"Williams Morales, Rodriguez and",28883.217501988907
Serrano Sons and,28882.902989123235
Wilson-Morgan,28882.8067191438
"and Sanchez Perez Petersen,",28878.94541718188
Morales-Strickland,28877.287625209523
Mccoy-Thomas,28875.884173467
"and Willis Nunez, Le",28875.678730779346
Davis-Mcdonald,28874.71097965875
"Martinez Clark Camacho, and",28874.58891058193
PLC Carlson,28873.97615835048
Richardson-Thomas,28872.23001650814
Gonzalez-Chaney,28872.162447049293
Rodriguez-Snyder,28872.069455704022
"Morgan and Wilson Stewart,",28870.67867318048
Ltd Strong,28868.34439174103
"Levy Santos, Cunningham and",28862.680478977964
Kelly LLC,28862.59775928111
Maxwell Group,28860.55258137089
"Buckley and Nelson Mcdonald,",28860.180397268003
Munoz-Swanson,28858.720854859886
"Wilkins Tate and Robles,",28857.334794678987
"Castaneda Wells, and Hoffman",28855.149712099566
"Ross and Mosley Miller,",28854.69282917034
"Gordon and Hopkins Harrington,",28854.536319588675
LLC Frye,28853.72928204361
"Johnson, Brown and Holland",28850.277972752272
"Perez, Nunez Mitchell and",28850.147915290298
Trujillo-Alvarez,28848.71913629245
"Richard and Williams, Robles",28848.478747
Beck-Davis,28848.432526051605
"Allen Carney and Heath,",28848.271223757503
"and Ali Snyder Hughes,",28847.107951613794
Brown-Huff,28843.24385148726
"and Dickson Pratt Robinson,",28842.29598681999
"Fields Kemp and Bowman,",28841.41687775744
"Williams Stephens, Trujillo and",28840.588845420498
"and Davis, Smith Beard",28840.5203334704
Luna Inc,28837.6770525072
"Russell, Rogers and Lopez",28837.10666186444
Wilson-Willis,28836.73549524496
Bush Sons and,28835.85057425413
Wong-Reyes,28834.222154482304
Hansen-Travis,28834.073348153608
"Dickerson and Williamson Gamble,",28833.431015541053
"Jefferson Stewart and Watkins,",28831.992355505485
Kelley-Johnston,28831.63718653037
"and Marshall, Wood Lee",28831.34866630888
"Brown, Garcia and Gutierrez",28827.992340069824
"Webb Lee, Hendricks and",28827.671660231972
Rosario-Williams,28825.39175925757
"Burke Howard and Underwood,",28824.95066738124
"Stuart Mack, Horn and",28822.918941054293
Sons and Myers,28821.407254644026
Novak-Bradley,28820.667846752465
Ltd Flowers,28816.442445092154
"Jackson, and Brown Gould",28814.97923856476
King-Sims,28814.91021654022
Tucker-Bailey,28808.93836299202
"and Ryan Owens Smith,",28807.074004849703
"Bentley and Cooper Davis,",28806.95788232844
"Johnson, and Mata Medina",28805.094141537185
"Figueroa Duarte, and Collier",28803.032177280056
Mullen-Bailey,28801.927554283327
Hatfield-Simon,28801.90286773993
Howell PLC,28801.519931444935
"Zimmerman and Vasquez Smith,",28801.173367271644
Poole-Parker,28800.663003313064
Cook-Miller,28799.12549328101
"and Pollard Drake, Gutierrez",28798.46371921822
Hamilton-Wright,28796.45634687251
Ltd Valentine,28795.991597852837
"Stuart and Bell, Mendoza",28795.96874057094
Singleton Ltd,28794.37264428104
"Perez Fletcher and Lynch,",28792.17410520008
Robinson-Wallace,28791.123314452965
Bates-Flores,28788.418601546018
"Robbins, Vaughn Carrillo and",28788.20713685891
"Reed Bowman, Rivas and",28787.438746424683
"and Ford Price, Miller",28785.13762994118
Pitts-Mueller,28783.63940191934
"Lee Ellison, Wilcox and",28783.12285342799
"and Rogers, Rivera Thomas",28783.01825433601
Hendricks-Cannon,28783.0048226168
Shepherd Inc,28781.726567016223
Craig-Palmer,28778.383320663845
Clark-Taylor,28777.452885326195
Mann PLC,28777.36885299485
"Stewart Lindsey and Myers,",28777.20683251733
"Edwards Williams Wilson, and",28775.79118827832
Jimenez-Smith,28775.647432629594
Holmes-Bennett,28775.017581049862
Russell-Powell,28774.79032914165
Walters-Bonilla,28774.57926472218
Carpenter Inc,28774.102410919462
Norman-Pittman,28773.99199507404
"Smith Morgan and Hawkins,",28773.751616819714
Boyd-Simmons,28773.301505745058
"and Murray Williams, Sellers",28773.237443335223
"Davis and Banks, Morrison",28769.285371744216
"and Travis, Allen Holloway",28767.669100285864
"and Franco Webb, Cole",28762.908859556777
"and Shields, Hanson Marshall",28758.3660474956
White-Stone,28756.22809706306
"Wright Dickson and Smith,",28755.289381156144
"and Tucker, Crawford Roach",28754.52098442507
Bryant-Lee,28752.443241487515
"Clark Wolf, Jenkins and",28751.39429656144
"Rodriguez, Serrano and Johnson",28750.91709014364
"Rollins and Rowland, Barnes",28749.12297614808
Conrad-Brock,28748.905206779626
Moss LLC,28748.40400972121
Ltd Estes,28747.96418432677
"Moses, Martin and Parker",28746.92397052669
"King Taylor and Pugh,",28746.084901749065
Garrett-Smith,28744.291988951685
"Oliver Mcdonald, and Johnson",28743.00383788984
Bennett-Stephenson,28742.86949110095
"Wilson, Johnson Hill and",28740.45885578972
Holt-Meyers,28735.9745387899
Kennedy-Hoffman,28735.7410984028
"Morris Collins, and Roman",28734.299046929154
"Hall, Garcia and Watkins",28732.27108886954
Lynn-Obrien,28728.591743613066
Johnson-Clark,28725.92717144564
"Chen, and Warren Moss",28720.01123285633
"Poole Owens Parsons, and",28719.261573766627
Reyes-Black,28718.12229327353
Lin Group,28717.60518551089
"King, and Grimes Richardson",28717.55117716641
Burton-Williams,28716.73190686137
"Smith and Neal Jones,",28715.87612812347
Williams-Lambert,28713.2730556864
Lutz-Hayes,28713.10617348509
Group Robbins,28712.464846138715
"Martinez, Baker Lane and",28708.539100524013
Joseph-Freeman,28705.88216556354
Mitchell-Clark,28705.198036081965
Lutz-Gonzales,28702.703306407457
"Brown Dean, Johnston and",28701.668692148232
"Smith and Peters Barron,",28701.02050908915
"Buck and Lopez Rios,",28698.99798324395
Inc Mcdaniel,28696.247386388728
LLC Salazar,28693.12913607171
"Rodriguez Fox Hill, and",28692.72867584992
"and Mosley, Bennett Fletcher",28688.41584898717
"Wolfe, Page Hunt and",28687.37984140456
"Carson Howard, and Jackson",28687.29207222884
"Glover and Bradford Briggs,",28686.759948529216
"and Mayo Thomas, Schneider",28686.12882319314
Flynn-Caldwell,28684.94889489328
Walsh-Ramos,28683.60519062951
Strickland-Jackson,28683.30463397818
"Moore, Edwards and Carpenter",28680.72836795426
Romero-Meza,28678.641498744262
"Arroyo and Wright, Brown",28678.619872003703
Fry-Johnston,28677.55916528217
Bowman Group,28674.628458614254
"Savage Burke, Coleman and",28673.833259404128
"Thompson Thompson Lindsey, and",28672.864985176773
Glass-Jones,28670.17961485274
Group Diaz,28667.090745997135
Liu-Rogers,28666.55028173872
Elliott-Johns,28663.69618182985
Luna-Lopez,28662.8393050432
Nelson-Owens,28661.58180620745
Rivera-Anderson,28660.298298429265
LLC Owens,28659.465325744823
Banks-Gay,28656.794186600106
"West and Meadows, Marquez",28656.05065444742
Young-Williams,28655.096204317146
"Newman and Colon, Knight",28655.02604747841
"Prince Hoffman and Wilson,",28654.257622699773
Huang-Reed,28653.192053221406
"and Jimenez Copeland Franklin,",28652.45518318776
and Sons Murray,28652.189429909195
Mclaughlin-Jenkins,28652.03902686468
"Bell Pham, Cruz and",28651.48826659816
"Anderson, and Johnson Greene",28650.75702378136
"Nguyen, and Kline Ramirez",28648.53692439296
"Lawrence and Smith Stewart,",28647.490880938767
Joseph-Mack,28644.13586810388
White-Fry,28640.883406999023
LLC Johns,28639.345121309965
"Williams Newman and Hill,",28638.45145624687
Castillo-Jones,28637.80474921739
Morgan-Todd,28636.555402825827
Perez-Dunn,28634.35398130556
"Martin, Galloway and Wells",28633.660660043497
Medina-Nguyen,28633.62954654964
"Santos, Beltran Jones and",28633.24157172653
"Tanner, and Huang Brown",28631.502116015028
Shaw-Adams,28630.876656899887
Flowers-Johnson,28628.523517704667
Sons and Dunn,28625.233060864062
"Elliott and Robinson, Davis",28623.478122435845
"and Nolan Wilson Mitchell,",28620.79310036613
"Webb and Wilson, Martinez",28619.71589812612
Rodriguez-Callahan,28619.69436279124
Fox-Coleman,28617.69528427031
Fernandez-Miller,28616.37898837515
"Gray Jimenez, and Roberts",28613.20508949347
"and Munoz Perry, Burns",28611.149935085024
"Wright, Wright and Gardner",28605.6809757744
Adams-Harris,28605.60588639067
"Ramirez, and Davenport Mclaughlin",28604.859519604943
Inc Rhodes,28604.655930054338
Edwards-Edwards,28604.523043774523
Murray-Martinez,28602.931936814464
Pacheco-Massey,28601.884468832308
"and Garcia Hooper, Brown",28601.602363867016
Beard-Oconnor,28599.755954224565
"Rogers and Meza Callahan,",28597.787018984072
Holmes-Rodriguez,28597.11611502027
Ferguson-Jones,28596.854342873503
Bryant-Perez,28596.394487104903
"Peters Moore, Burch and",28594.578491695163
"King Manning, and Padilla",28593.69939248632
"and Potts Wagner Gonzalez,",28592.567692518536
"and Flores Allison Williamson,",28589.81735158725
"Jones and Hill, Medina",28589.796468621546
Sons and Hoffman,28589.720152864145
Mcbride Group,28587.612574967137
Harmon-Martinez,28586.933805753863
"King, Meza Mays and",28586.73354154679
"Pace and Munoz Chavez,",28586.265824119808
"and Holmes, Burgess Wood",28584.65013519631
LLC David,28581.429921951727
Curry-Kim,28579.928066413173
Joseph LLC,28579.45812401249
"and Lopez, Oconnor Perkins",28579.048137998296
Sons Montgomery and,28577.011410015817
"Lane and Lee Nguyen,",28576.21118466159
Torres-Gomez,28575.72676121725
"and Lucas, Owens Graves",28573.727915866923
"Davis, and Maxwell Wright",28570.3113399879
Baker-Nelson,28569.79631752361
"and Adams Martin, Sosa",28569.288255804822
and Sons Carlson,28566.031902019666
"Obrien, Chase Collins and",28565.634742486185
Torres-Carey,28564.40647164879
Mcpherson and Sons,28564.09833640507
"Barker, Sanders Thomas and",28560.94504638212
Salas-Roberson,28560.872352924
"Garcia and Vargas, Brooks",28559.47249243908
Bowman-Weaver,28559.45770859996
"Wise, and Gomez Duffy",28557.34064437605
Pierce LLC,28557.063373040262
Peterson-Frost,28555.322265645944
Pineda-Arnold,28553.39972899532
Montgomery Inc,28550.4940021439
"and Rogers Nelson Kemp,",28549.435402766347
Moore-Crawford,28549.34137177117
Schaefer-Zimmerman,28542.418598254582
Nelson-Boone,28541.47814326474
"Harris, Myers and Dunn",28541.40547054714
Nelson-Hinton,28541.375586022805
"Foster Gross Wiggins, and",28538.92932568884
Miller-Whitehead,28537.993931776367
Inc Kramer,28536.86783701997
"Scott, Valenzuela Brown and",28536.456951236392
"Ward Medina, and Huber",28536.16213586592
Burgess-Wiggins,28534.124922841613
Velasquez-Garrison,28533.95790267321
Cox-Castro,28533.892500731134
Olson-Landry,28533.410911224262
"Miller and Ramirez, Allen",28531.21849362446
Lynn-Shields,28529.43294972712
"Palmer, and Mendoza Sherman",28527.65914168253
"and Marsh Swanson, Castillo",28522.9344215472
Adams-Castillo,28520.940175921573
Nguyen LLC,28520.4138875949
"Cooper Gomez, and Simmons",28518.42802104264
Castro-Wolf,28517.73374963771
"Perry and Lucero Stephenson,",28517.451047147188
Robbins-Castro,28514.205368789004
Farrell-Gregory,28512.15501969356
Ltd Warner,28509.22247472271
"and Kelley, Paul Sullivan",28509.15947886624
"Simon, Case and Austin",28508.39851843688
Hayes-Jones,28507.77175152314
Robinson-Johnson,28506.457765731284
Lang-Baker,28504.6827897923
Smith-Hardy,28504.31893193105
Inc Liu,28504.23082102317
Willis-Holmes,28502.62491963228
"Walters and Stark Thomas,",28501.71573473748
Moore-Flowers,28500.362518625327
Inc Leblanc,28500.074785699977
Hunt PLC,28499.27497493462
"Powell, and Hernandez Green",28498.94048370218
"Thompson, Cummings and Cortez",28498.342873271275
"Leach Holland and Conway,",28498.21379786132
Petersen-Molina,28496.74303354146
"Harrison, and Mcdonald Vang",28496.23402585332
Gonzalez-Lewis,28495.71289109305
"Patterson Reed, Morales and",28491.84266876184
Group Nixon,28491.60626882712
PLC Stevens,28491.576399910617
"Patterson, and Lawrence Leblanc",28491.56559543392
Hardy-Hayes,28488.869714162647
"and Wells Larson Malone,",28484.95610742318
Kirby-Oliver,28484.08033268213
Garcia-Blake,28483.876936659835
Wong-Gonzalez,28482.13655818704
"and Sloan, Myers Mosley",28481.92108524216
"and Cunningham Martinez, Jones",28480.32901664497
Group Mueller,28479.883891556456
Marquez Ltd,28479.861528286085
"Rodriguez and Sanders, Luna",28478.53758684566
"and Burke Clark, Johnson",28478.45134370179
and Sons Cole,28476.71416685674
White-White,28476.635627875246
"Potts and Bird, Petersen",28476.064329166264
Shaw-Sullivan,28475.262976491587
"and Jackson, Miles Allen",28475.18295128413
"and Miller, Johnson Hays",28472.40656820212
"and Johnson, Browning Kaufman",28472.18512850194
"and Franklin Ramirez, Rodriguez",28472.02108060848
"Ponce Miller and Bell,",28470.77922368509
Palmer-Wilson,28470.114612699494
Newman-Dudley,28469.01594334919
Clark-Garcia,28468.18316632804
Wood-Walker,28468.126637795347
Watson-Davis,28467.89717188896
"Murphy Lowery and Baker,",28466.106196599347
Inc Ayala,28465.700552174145
"Young, Sharp and Holmes",28464.421451647588
Ford LLC,28462.71573537218
"Burton Robertson, Wilson and",28460.59536829144
Banks-Shepard,28458.939292456733
"Phillips, Mack and Doyle",28457.59689023503
"Nguyen Riley, Lopez and",28457.065078239862
"and Fitzgerald Shaw, Edwards",28456.69855744684
Gutierrez-Long,28455.04950690934
Keller-Gonzalez,28454.939039265653
and Bennett Sons,28453.471418898287
"Lowery, Dunn Anderson and",28452.783487972167
Lyons-Ray,28452.47608554875
"Williams, Mercado Gibson and",28452.290305783896
Lynn LLC,28452.02955940281
Shaw-Andrews,28452.01849205524
Wood-Thomas,28451.77913642517
Robinson-Murray,28451.43014274692
"Koch Moran, and Adams",28451.097575298663
"and Parker, Wells Burton",28450.90645742145
"and Cooper Johnson, Johnston",28449.60615948123
Cortez-Kramer,28447.44004446004
Fischer-Robinson,28444.522792523712
"and Summers, Boyd Nichols",28444.416007662763
"Patterson Mann, Williamson and",28441.890386434923
"Moore and Beasley, Murray",28441.43661331592
"Myers, and Chavez Harrington",28437.792532682648
"Spencer, and Lee Black",28433.222831821407
Inc Patton,28431.363675680324
"and Hall Velasquez Gordon,",28430.532780234545
"Garcia, and Gutierrez Wilson",28429.420990909814
Lee-Best,28428.04846862025
"Sherman and Hardy, Johns",28425.91949297801
Chase Group,28425.68947707596
Salazar-Vang,28424.565141597068
"and Lewis Walker, Butler",28422.14082091712
Dean-Estes,28418.61893532756
Kline-Drake,28416.49256524711
"Brown and Duran, Frank",28415.2849145893
Ramsey-Bishop,28414.448967865905
Inc Garza,28411.00474457375
"Clements and Scott, Peters",28410.43876792736
Inc Colon,28410.14644808164
and Gregory Sons,28404.875853747544
"Hamilton and Thomas Velazquez,",28404.824571519723
Russell-Fischer,28403.67894182437
Humphrey LLC,28402.11435735222
"Norton, Reese and Luna",28401.98035396802
"and Perry Boyd Williams,",28401.853609033555
Group Mata,28401.77436264857
"Quinn, Bentley and Allen",28401.556931871608
"Dixon Miles, and Swanson",28401.4610738732
Mahoney-Williams,28400.081583913787
"Smith, and Mueller Clark",28399.294991989296
Keller and Sons,28399.165780997337
"Rose, Bush Cruz and",28399.024694712123
"Montes, Williams and Ferguson",28397.712655842613
"Fernandez Hart, and Ward",28397.530085263617
Roy-Jones,28396.93394625656
Peterson-Moore,28396.663965220603
"Evans, Patel Payne and",28392.391698717864
Gross-Hickman,28392.27739514413
"Hawkins Short, Johnson and",28392.2290314122
Moran-Gonzalez,28391.97916970692
Parker-Coleman,28388.723843242442
"and Patterson, Lam Coleman",28388.378375450426
"Crane Payne, and Sullivan",28388.26383030884
"Flynn Thompson Jacobs, and",28388.229595219207
Barry-Cabrera,28388.21650502452
Kerr-Patterson,28384.57291653227
"and Roman Fernandez Payne,",28383.451769425847
"Waller Weber, Fox and",28381.665232767507
Conley-Crane,28376.86815806373
Conley-Haley,28376.853598247977
Sons and Cole,28376.55993699168
Bailey-Jordan,28376.31608884857
Harvey-Bowen,28373.85266682007
Potts-Guerra,28373.453254121865
Christensen-Stewart,28372.91945045109
Brown-Perez,28371.64647462901
"Turner Mann Walker, and",28369.294480271223
PLC Little,28362.912603588808
"Hale and Martinez Thomas,",28362.30189245612
"Mills Martinez, and Rodriguez",28361.164411567748
and Hayden Sons,28360.102675410457
"Jones, Stewart Gregory and",28356.90406976219
"and Perkins, Long Herring",28356.685971565345
"and Young Powell Mitchell,",28355.452457265368
Rose-Fowler,28352.16063823756
"Burns Booth Hurst, and",28351.708773723363
"and Hubbard, Fernandez Murphy",28351.169013217725
"Cantrell and Armstrong Marshall,",28350.037942913485
Choi-Harris,28349.444844680365
"Myers, Sanchez Wilson and",28348.827412010385
"Long and Aguilar Delgado,",28347.6939264074
Cole-Cruz,28347.259514720445
Melton PLC,28346.87656676313
Douglas-Roberts,28346.37122091752
"Jimenez Roy, Johnson and",28345.25868007079
"Mitchell Velasquez Walsh, and",28344.660262959656
"and Brown Vazquez Smith,",28344.53583607225
"Carey Hale Mitchell, and",28340.93632554227
Jackson-Nichols,28340.302413490423
"Ford, and Singleton Terry",28339.70928616822
Woods-Walter,28334.127256372805
"Shelton Black Ritter, and",28332.559257505265
Cohen-Haney,28332.09988719195
Snyder-Parrish,28329.824069378898
Perry-Allison,28329.07472806852
"and Jordan White, Welch",28325.88363327437
Hendrix and Sons,28325.47548080838
Lyons-Young,28323.81862124732
"Perez, and Williams Hernandez",28320.838998628045
"Tran Wright and Vasquez,",28319.53220701166
Sanchez-Morris,28317.71269618584
"Marsh Michael Odom, and",28317.3680897492
"and Kramer Ward, White",28315.7578065125
Welch-Burns,28314.91162283931
Gilmore-Wright,28312.58166482314
"and Alvarez Torres Osborn,",28311.359751012944
Group Pena,28308.850206738054
Group Huang,28307.18511389642
Cox-Woods,28304.42052151577
and Sons Green,28304.188154295185
Vincent-Schroeder,28303.617835527057
Meyer-Goodwin,28302.95485066
Lindsey-Jones,28301.82740242827
Harris-Peterson,28300.80906904931
Wiggins-Jones,28300.79511480125
"Wells Anthony and Gonzalez,",28298.79114480723
Johnston-Frost,28297.778258484846
Cole-Reyes,28297.48454582152
LLC Chaney,28296.1834997073
Martinez-Baker,28292.787226283606
"Simmons, and Gilbert Carpenter",28291.86493515372
"Banks Cole Michael, and",28288.96816356073
"Turner and Franklin Boyer,",28288.94055045359
"Robinson, Daniels Perez and",28285.92139459313
"Casey and Martin, Burke",28285.09718607845
Mason-Schmitt,28282.303578531537
Sheppard-Livingston,28281.34837878976
Harding-Lindsey,28280.324044542456
"Willis Li Hill, and",28280.21064023887
Kline-Morris,28278.30761364397
Rose-White,28277.60610624601
"Wilson Hill and Ellison,",28273.00607768433
Hawkins-Morgan,28271.54176843428
Brown-Steele,28271.042730953413
"Rodriguez Diaz Daugherty, and",28270.30357174423
"Snyder and Murphy, Ashley",28267.36004835591
"Taylor Rose and Harrington,",28263.537261879854
"Richardson and Ballard Foster,",28262.954828582133
"and Williams Davis Smith,",28260.986932937005
Chavez-Curtis,28260.616493184323
Hughes-Crawford,28259.37918822099
Garrison LLC,28259.356850220403
"and Reeves Hess Miller,",28259.025123509844
Johnson-Richardson,28255.806718253
"and Thompson, Mendez Hunter",28248.62255861604
"Herrera, Sanchez Griffith and",28245.866583293264
Nolan Inc,28244.893636948764
"Marshall and Middleton Ray,",28240.66722207211
"and Stewart Phillips, Kim",28240.54290065632
LLC Waters,28237.212410002485
"and Miller, Griffith Ochoa",28235.71610201504
Garcia-Robinson,28234.61204286694
Myers-Reed,28232.455611102065
"Page Mckenzie Johnson, and",28228.846988938465
"Powers, Berry and Hoffman",28228.397198371968
Robertson-Richards,28222.728924578823
"Farley and Myers, Johnson",28221.93076777934
Powell LLC,28221.294838482354
"Prince and Morris Norton,",28220.34800680449
Aguilar-Ellison,28219.33701729036
Robinson-Marshall,28217.73605143661
White-Buchanan,28213.8154666384
Ward-Garcia,28210.72012008613
"Williams Palmer Miller, and",28209.165614411853
"Lin, Reese and Nelson",28207.53000042205
Stewart-Pratt,28201.586359127483
Jenkins-Martinez,28200.78597770631
"Pena Moore and Colon,",28199.235003776324
"Powell Boyd Lopez, and",28196.97509725
"and Robles Burgess, Gibson",28196.813767218988
"Myers James, Nguyen and",28196.411603668577
"Morris Garza and Cole,",28195.777958645205
White-Arnold,28195.247013614004
"and Rich Warner, Martin",28194.356185785648
Gutierrez-Roberts,28194.159408113064
"Dixon and Lin, Howard",28193.22137626028
"Herman, Rangel and Charles",28192.20540779676
Pierce-Juarez,28191.688304371768
Pittman-Bush,28190.295275945773
Harris-Preston,28189.845356379832
Sons Tucker and,28188.69635641084
"and Murphy Nguyen, Davis",28188.13022125301
Barnes-Graham,28184.301709292013
"Wise and Wilson Hunt,",28182.38923871444
"and Case, West Rodriguez",28182.12461076555
Nichols-Vazquez,28181.7965892903
"Weeks Bailey, Lester and",28181.04212386171
"Velasquez, Bullock and Maldonado",28180.81340492944
Mercer-Carr,28175.832232828383
"Mcguire Bean and Case,",28175.13448338187
Moody-Carter,28174.627154175483
"and Browning Schwartz Brooks,",28172.89941035473
Inc Fisher,28170.52024186717
Smith-Bailey,28169.75691002763
"and Smith, Sanders Walker",28168.659749724808
Washington-Adams,28168.14138283532
"and Hughes Castillo, Rodgers",28166.712162183885
Smith-Hamilton,28164.020179482406
"Thompson Dean, and Dorsey",28160.58560312274
"Miller and Williams Rivera,",28159.102271359046
Mcdonald-Sanchez,28156.011849325463
Malone-Wright,28155.989514593017
Estes Inc,28155.182856103514
Nguyen-Bowman,28152.784207000564
"Suarez, Mckinney Lee and",28152.73540577409
Glass Inc,28151.90350530886
Golden-Cooper,28151.8176532412
Cross-Stephens,28151.729836500777
PLC Kirby,28151.496567095353
"and Byrd Parsons, Chen",28150.134006483164
Lucero-Long,28145.65678231749
Harvey-Clarke,28140.12670864733
Jenkins-Allen,28139.255665619294
"and Cherry Pham Kramer,",28136.93698985016
"Butler and Friedman Stephens,",28136.560312043868
and Sons Flores,28135.40449084854
Bailey-Jenkins,28134.514767805875
Harris-Doyle,28133.6789893354
Walton-Reynolds,28133.41271952977
Jordan-Baker,28132.697579624244
"Rose, and Petty Dalton",28132.41479863851
Garcia-Newton,28131.443751809868
"Long and Pollard Fletcher,",28130.825939961127
Ruiz-Kelley,28130.702886188206
"Kennedy, and Petersen Davis",28128.61702155283
Villanueva-Hall,28127.93791634337
"Ryan and Jones, Sanchez",28123.613274934
Strong PLC,28120.578171706973
Adams-Stuart,28118.435650847365
Chen-Burton,28117.92519288729
Martinez-Reyes,28113.876367970173
Inc Arnold,28113.6589633018
